"","gene_id","gene_name"
"34123","ENSMUSG00000103980","RP23-116M12.5"
"34124","ENSMUSG00000103219","RP23-116M12.7"
"34125","ENSMUSG00000103657","RP23-116P18.2"
"34126","ENSMUSG00000104272","RP23-116P18.4"
"34127","ENSMUSG00000103539","RP23-117E23.1"
"34128","ENSMUSG00000102353","RP23-117H14.1"
"34129","ENSMUSG00000102171","RP23-117H6.2"
"34130","ENSMUSG00000103183","RP23-118E21.11"
"34131","ENSMUSG00000102286","RP23-118H3.3"
"34132","ENSMUSG00000104076","RP23-118N13.1"
"34133","ENSMUSG00000102927","RP23-11K8.3"
"34134","ENSMUSG00000103609","RP23-11K8.4"
"34135","ENSMUSG00000102248","RP23-11M24.1"
"34136","ENSMUSG00000102609","RP23-120D6.2"
"34137","ENSMUSG00000103247","RP23-121I20.2"
"34138","ENSMUSG00000103154","RP23-121N19.1"
"34139","ENSMUSG00000103929","RP23-121N19.2"
"34140","ENSMUSG00000103181","RP23-121N19.3"
"34141","ENSMUSG00000103728","RP23-122F14.1"
"34142","ENSMUSG00000103535","RP23-122I23.1"
"34143","ENSMUSG00000102592","RP23-122M2.1"
"34144","ENSMUSG00000102348","RP23-122M2.2"
"34145","ENSMUSG00000102331","RP23-122M2.3"
"34146","ENSMUSG00000102856","RP23-122P5.3"
"34147","ENSMUSG00000103847","RP23-123L9.5"
"34148","ENSMUSG00000103662","RP23-123O12.2"
"34149","ENSMUSG00000103791","RP23-124B2.3"
"34150","ENSMUSG00000104485","RP23-124B2.4"
"34151","ENSMUSG00000104266","RP23-124N16.3"
"34152","ENSMUSG00000103908","RP23-124N16.4"
"34153","ENSMUSG00000102337","RP23-125E16.1"
"34154","ENSMUSG00000102664","RP23-125I14.1"
"34155","ENSMUSG00000103085","RP23-125I14.2"
"34156","ENSMUSG00000104170","RP23-125I14.3"
"34157","ENSMUSG00000102639","RP23-125I14.4"
"34158","ENSMUSG00000103410","RP23-126A8.1"
"34159","ENSMUSG00000103015","RP23-127L4.1"
"34160","ENSMUSG00000103761","RP23-128G10.6"
"34161","ENSMUSG00000102271","RP23-129K6.1"
"34162","ENSMUSG00000103126","RP23-12D3.3"
"34163","ENSMUSG00000104088","RP23-12D3.6"
"34164","ENSMUSG00000102186","RP23-131B7.2"
"34165","ENSMUSG00000104035","RP23-131E5.1"
"34166","ENSMUSG00000103865","RP23-131N18.1"
"34167","ENSMUSG00000100992","RP23-132A3.5"
"34168","ENSMUSG00000103686","RP23-132G24.2"
"34169","ENSMUSG00000103242","RP23-132G24.3"
"34170","ENSMUSG00000104306","RP23-132G24.4"
"34171","ENSMUSG00000103217","RP23-132N23.22"
"34172","ENSMUSG00000103911","RP23-133N19.3"
"34173","ENSMUSG00000102767","RP23-133P12.1"
"34174","ENSMUSG00000102468","RP23-133P12.2"
"34175","ENSMUSG00000103447","RP23-134A10.3"
"34176","ENSMUSG00000102762","RP23-134L6.5"
"34177","ENSMUSG00000103436","RP23-135F22.6"
"34178","ENSMUSG00000104172","RP23-135L20.1"
"34179","ENSMUSG00000102156","RP23-136C5.6"
"34180","ENSMUSG00000103529","RP23-136I1.2"
"34181","ENSMUSG00000104155","RP23-136M3.5"
"34182","ENSMUSG00000103828","RP23-137B16.3"
"34183","ENSMUSG00000102585","RP23-137B16.4"
"34184","ENSMUSG00000104242","RP23-137I13.2"
"34185","ENSMUSG00000102997","RP23-138L21.3"
"34186","ENSMUSG00000102602","RP23-13A13.6"
"34187","ENSMUSG00000102882","RP23-13G1.7"
"34188","ENSMUSG00000104496","RP23-13N24.1"
"34189","ENSMUSG00000103617","RP23-140E19.1"
"34190","ENSMUSG00000102413","RP23-140E19.3"
"34191","ENSMUSG00000104276","RP23-141B15.3"
"34192","ENSMUSG00000103287","RP23-141H24.1"
"34193","ENSMUSG00000103066","RP23-142F14.3"
"34194","ENSMUSG00000104327","RP23-142L24.1"
"34195","ENSMUSG00000103485","RP23-143K19.1"
"34196","ENSMUSG00000103832","RP23-143M5.2"
"34197","ENSMUSG00000102926","RP23-144E24.1"
"34198","ENSMUSG00000102893","RP23-145A18.2"
"34199","ENSMUSG00000102394","RP23-145A18.5"
"34200","ENSMUSG00000103913","RP23-145A18.6"
"34201","ENSMUSG00000103349","RP23-145F12.1"
"34202","ENSMUSG00000103137","RP23-145F9.2"
"34203","ENSMUSG00000103883","RP23-145F9.3"
"34204","ENSMUSG00000103083","RP23-145F9.4"
"34205","ENSMUSG00000104224","RP23-145F9.5"
"34206","ENSMUSG00000104440","RP23-145F9.6"
"34207","ENSMUSG00000102996","RP23-145H3.3"
"34208","ENSMUSG00000103186","RP23-145H3.4"
"34209","ENSMUSG00000104447","RP23-145L9.6"
"34210","ENSMUSG00000103729","RP23-145M5.2"
"34211","ENSMUSG00000102161","RP23-146J17.3"
"34212","ENSMUSG00000104290","RP23-146N3.1"
"34213","ENSMUSG00000102703","RP23-146N3.2"
"34214","ENSMUSG00000103537","RP23-147E23.5"
"34215","ENSMUSG00000102479","RP23-147E23.9"
"34216","ENSMUSG00000103237","RP23-147F6.5"
"34217","ENSMUSG00000102734","RP23-147F6.6"
"34218","ENSMUSG00000104396","RP23-147I4.1"
"34219","ENSMUSG00000102456","RP23-148D9.1"
"34220","ENSMUSG00000102561","RP23-148E7.2"
"34221","ENSMUSG00000103032","RP23-149A5.4"
"34222","ENSMUSG00000103575","RP23-14I13.6"
"34223","ENSMUSG00000103261","RP23-14O16.2"
"34224","ENSMUSG00000102729","RP23-14P23.10"
"34225","ENSMUSG00000104178","RP23-14P23.3"
"34226","ENSMUSG00000104033","RP23-14P23.8"
"34227","ENSMUSG00000104362","RP23-14P23.9"
"34228","ENSMUSG00000102789","RP23-152E3.1"
"34229","ENSMUSG00000103659","RP23-152I6.2"
"34230","ENSMUSG00000104117","RP23-152I6.3"
"34231","ENSMUSG00000103320","RP23-152I6.4"
"34232","ENSMUSG00000099759","RP23-152O2.3"
"34233","ENSMUSG00000104299","RP23-154K6.1"
"34234","ENSMUSG00000104230","RP23-154N2.3"
"34235","ENSMUSG00000104323","RP23-155D19.1"
"34236","ENSMUSG00000102546","RP23-155G2.1"
"34237","ENSMUSG00000102267","RP23-156A3.1"
"34238","ENSMUSG00000102562","RP23-156A3.2"
"34239","ENSMUSG00000102278","RP23-157J4.3"
"34240","ENSMUSG00000103337","RP23-157N11.1"
"34241","ENSMUSG00000104069","RP23-157N11.10"
"34242","ENSMUSG00000102549","RP23-157N11.11"
"34243","ENSMUSG00000103687","RP23-157N11.4"
"34244","ENSMUSG00000103582","RP23-157N11.6"
"34245","ENSMUSG00000102944","RP23-157N11.7"
"34246","ENSMUSG00000103712","RP23-159D18.1"
"34247","ENSMUSG00000102908","RP23-159D18.2"
"34248","ENSMUSG00000103536","RP23-15C15.2"
"34249","ENSMUSG00000104482","RP23-15D21.1"
"34250","ENSMUSG00000103605","RP23-15N12.1"
"34251","ENSMUSG00000102291","RP23-160F6.1"
"34252","ENSMUSG00000103009","RP23-160G19.10"
"34253","ENSMUSG00000103532","RP23-160G19.9"
"34254","ENSMUSG00000103483","RP23-161O8.1"
"34255","ENSMUSG00000103985","RP23-161O8.2"
"34256","ENSMUSG00000103562","RP23-162G11.3"
"34257","ENSMUSG00000103053","RP23-164N7.1"
"34258","ENSMUSG00000102537","RP23-166L24.2"
"34259","ENSMUSG00000103257","RP23-167C2.1"
"34260","ENSMUSG00000103786","RP23-167G19.11"
"34261","ENSMUSG00000103530","RP23-167H24.1"
"34262","ENSMUSG00000103323","RP23-167L9.2"
"34263","ENSMUSG00000103574","RP23-168E14.10"
"34264","ENSMUSG00000104175","RP23-168G15.1"
"34265","ENSMUSG00000102813","RP23-169H13.6"
"34266","ENSMUSG00000104005","RP23-16C4.1"
"34267","ENSMUSG00000102939","RP23-16D16.12"
"34268","ENSMUSG00000104432","RP23-16D16.13"
"34269","ENSMUSG00000104107","RP23-16D16.14"
"34270","ENSMUSG00000104078","RP23-16D16.4"
"34271","ENSMUSG00000104469","RP23-16D16.5"
"34272","ENSMUSG00000102817","RP23-16I21.1"
"34273","ENSMUSG00000104163","RP23-16I21.2"
"34274","ENSMUSG00000103030","RP23-16N14.2"
"34275","ENSMUSG00000103437","RP23-170A19.2"
"34276","ENSMUSG00000102369","RP23-170E22.1"
"34277","ENSMUSG00000102741","RP23-170E22.2"
"34278","ENSMUSG00000104389","RP23-171A13.10"
"34279","ENSMUSG00000100162","RP23-171A13.12"
"34280","ENSMUSG00000104056","RP23-171A13.9"
"34281","ENSMUSG00000103545","RP23-171D1.1"
"34282","ENSMUSG00000104015","RP23-171O7.1"
"34283","ENSMUSG00000103979","RP23-172B15.2"
"34284","ENSMUSG00000104251","RP23-172B15.3"
"34285","ENSMUSG00000104419","RP23-172L16.2"
"34286","ENSMUSG00000102682","RP23-172L16.3"
"34287","ENSMUSG00000102794","RP23-172L16.4"
"34288","ENSMUSG00000104200","RP23-172P6.1"
"34289","ENSMUSG00000102202","RP23-173H19.3"
"34290","ENSMUSG00000103196","RP23-173M16.1"
"34291","ENSMUSG00000103678","RP23-174M9.1"
"34292","ENSMUSG00000102390","RP23-174P13.1"
"34293","ENSMUSG00000104471","RP23-174P13.2"
"34294","ENSMUSG00000103986","RP23-174P13.4"
"34295","ENSMUSG00000102757","RP23-174P13.5"
"34296","ENSMUSG00000104350","RP23-175B15.2"
"34297","ENSMUSG00000104161","RP23-175G2.1"
"34298","ENSMUSG00000102147","RP23-175G2.2"
"34299","ENSMUSG00000103701","RP23-175G2.3"
"34300","ENSMUSG00000103784","RP23-175G2.4"
"34301","ENSMUSG00000104173","RP23-176J12.8"
"34302","ENSMUSG00000102771","RP23-176M22.2"
"34303","ENSMUSG00000102948","RP23-177A20.1"
"34304","ENSMUSG00000103189","RP23-177J21.10"
"34305","ENSMUSG00000103826","RP23-178G8.1"
"34306","ENSMUSG00000103215","RP23-17F2.6"
"34307","ENSMUSG00000102473","RP23-180A8.2"
"34308","ENSMUSG00000102419","RP23-180C14.1"
"34309","ENSMUSG00000102921","RP23-180F3.2"
"34310","ENSMUSG00000103864","RP23-180G16.1"
"34311","ENSMUSG00000102238","RP23-181O22.1"
"34312","ENSMUSG00000102792","RP23-182A1.1"
"34313","ENSMUSG00000103148","RP23-182A1.2"
"34314","ENSMUSG00000103952","RP23-182B7.1"
"34315","ENSMUSG00000104466","RP23-183E7.1"
"34316","ENSMUSG00000102704","RP23-183O12.1"
"34317","ENSMUSG00000102404","RP23-184B11.5"
"34318","ENSMUSG00000102450","RP23-184D5.1"
"34319","ENSMUSG00000104516","RP23-184I13.1"
"34320","ENSMUSG00000102465","RP23-184I13.2"
"34321","ENSMUSG00000102659","RP23-184I13.3"
"34322","ENSMUSG00000103924","RP23-184I13.4"
"34323","ENSMUSG00000104132","RP23-184I13.5"
"34324","ENSMUSG00000102747","RP23-184I13.6"
"34325","ENSMUSG00000102386","RP23-184I13.7"
"34326","ENSMUSG00000103004","RP23-184I13.8"
"34327","ENSMUSG00000104354","RP23-185P20.4"
"34328","ENSMUSG00000103469","RP23-186E14.5"
"34329","ENSMUSG00000102814","RP23-186M2.1"
"34330","ENSMUSG00000103204","RP23-187C2.2"
"34331","ENSMUSG00000104438","RP23-187D8.1"
"34332","ENSMUSG00000103735","RP23-187F18.1"
"34333","ENSMUSG00000102408","RP23-187M7.3"
"34334","ENSMUSG00000102302","RP23-187M7.5"
"34335","ENSMUSG00000103460","RP23-187N22.1"
"34336","ENSMUSG00000102509","RP23-18J18.1"
"34337","ENSMUSG00000103166","RP23-18J18.3"
"34338","ENSMUSG00000103366","RP23-18M1.6"
"34339","ENSMUSG00000102385","RP23-18P10.1"
"34340","ENSMUSG00000102929","RP23-191A19.1"
"34341","ENSMUSG00000103727","RP23-191A19.2"
"34342","ENSMUSG00000104376","RP23-191P7.1"
"34343","ENSMUSG00000102688","RP23-191P7.2"
"34344","ENSMUSG00000103973","RP23-192P10.3"
"34345","ENSMUSG00000104090","RP23-193J20.4"
"34346","ENSMUSG00000103386","RP23-193O23.2"
"34347","ENSMUSG00000102634","RP23-193O23.3"
"34348","ENSMUSG00000103384","RP23-193O23.4"
"34349","ENSMUSG00000103804","RP23-195A24.4"
"34350","ENSMUSG00000102716","RP23-195A24.5"
"34351","ENSMUSG00000102274","RP23-196E24.2"
"34352","ENSMUSG00000103862","RP23-198F7.2"
"34353","ENSMUSG00000103375","RP23-198G19.1"
"34354","ENSMUSG00000104246","RP23-199A2.7"
"34355","ENSMUSG00000104333","RP23-199B2.5"
"34356","ENSMUSG00000102169","RP23-199D18.4"
"34357","ENSMUSG00000102933","RP23-199D18.5"
"34358","ENSMUSG00000102769","RP23-199D18.7"
"34359","ENSMUSG00000103512","RP23-199D18.8"
"34360","ENSMUSG00000103841","RP23-199D18.9"
"34361","ENSMUSG00000102261","RP23-199M5.3"
"34362","ENSMUSG00000104465","RP23-199M5.5"
"34363","ENSMUSG00000102322","RP23-19A13.1"
"34364","ENSMUSG00000103547","RP23-19M11.2"
"34365","ENSMUSG00000103241","RP23-19M20.2"
"34366","ENSMUSG00000102636","RP23-19M24.1"
"34367","ENSMUSG00000104189","RP23-1B19.2"
"34368","ENSMUSG00000104307","RP23-1B19.4"
"34369","ENSMUSG00000103369","RP23-1B19.5"
"34370","ENSMUSG00000103108","RP23-1D15.3"
"34371","ENSMUSG00000103543","RP23-1K14.2"
"34372","ENSMUSG00000104504","RP23-200C17.1"
"34373","ENSMUSG00000103475","RP23-201A19.2"
"34374","ENSMUSG00000103835","RP23-201C3.5"
"34375","ENSMUSG00000104202","RP23-201I6.3"
"34376","ENSMUSG00000103649","RP23-201I6.5"
"34377","ENSMUSG00000103156","RP23-201I6.6"
"34378","ENSMUSG00000104174","RP23-202C2.3"
"34379","ENSMUSG00000097270","RP23-202F23.4"
"34380","ENSMUSG00000096928","RP23-202F23.6"
"34381","ENSMUSG00000097144","RP23-202F23.7"
"34382","ENSMUSG00000103960","RP23-202J6.4"
"34383","ENSMUSG00000102221","RP23-203H5.3"
"34384","ENSMUSG00000104513","RP23-203H5.4"
"34385","ENSMUSG00000102616","RP23-203H5.5"
"34386","ENSMUSG00000103699","RP23-203H5.6"
"34387","ENSMUSG00000103342","RP23-204B12.2"
"34388","ENSMUSG00000103692","RP23-204C6.1"
"34389","ENSMUSG00000099040","RP23-204I16.2"
"34390","ENSMUSG00000102657","RP23-204I16.3"
"34391","ENSMUSG00000104418","RP23-204N23.1"
"34392","ENSMUSG00000102194","RP23-204N23.3"
"34393","ENSMUSG00000103957","RP23-206D14.7"
"34394","ENSMUSG00000103283","RP23-206J9.6"
"34395","ENSMUSG00000102934","RP23-208M17.1"
"34396","ENSMUSG00000102651","RP23-209N14.3"
"34397","ENSMUSG00000102448","RP23-209N14.4"
"34398","ENSMUSG00000103152","RP23-209N14.6"
"34399","ENSMUSG00000102859","RP23-20B1.1"
"34400","ENSMUSG00000104096","RP23-20B1.2"
"34401","ENSMUSG00000102667","RP23-20E4.1"
"34402","ENSMUSG00000102242","RP23-20E4.2"
"34403","ENSMUSG00000104000","RP23-20F10.1"
"34404","ENSMUSG00000103356","RP23-20I9.1"
"34405","ENSMUSG00000104285","RP23-210I15.1"
"34406","ENSMUSG00000103398","RP23-210I20.3"
"34407","ENSMUSG00000103341","RP23-211B19.1"
"34408","ENSMUSG00000102717","RP23-211F21.1"
"34409","ENSMUSG00000103594","RP23-211F21.3"
"34410","ENSMUSG00000102941","RP23-211F21.4"
"34411","ENSMUSG00000104455","RP23-211N23.1"
"34412","ENSMUSG00000103901","RP23-211O3.4"
"34413","ENSMUSG00000102574","RP23-212H4.3"
"34414","ENSMUSG00000102884","RP23-212H4.4"
"34415","ENSMUSG00000103244","RP23-213K18.2"
"34416","ENSMUSG00000102689","RP23-214P23.1"
"34417","ENSMUSG00000104233","RP23-215I1.1"
"34418","ENSMUSG00000104054","RP23-215I1.2"
"34419","ENSMUSG00000099765","RP23-216J17.1"
"34420","ENSMUSG00000103169","RP23-216O10.11"
"34421","ENSMUSG00000102441","RP23-216O10.6"
"34422","ENSMUSG00000102257","RP23-216O10.8"
"34423","ENSMUSG00000102727","RP23-216O10.9"
"34424","ENSMUSG00000102459","RP23-218F13.4"
"34425","ENSMUSG00000103479","RP23-21E23.3"
"34426","ENSMUSG00000102891","RP23-21E5.1"
"34427","ENSMUSG00000104223","RP23-21K2.1"
"34428","ENSMUSG00000102924","RP23-21N15.1"
"34429","ENSMUSG00000102650","RP23-21P10.1"
"34430","ENSMUSG00000103209","RP23-21P2.2"
"34431","ENSMUSG00000102296","RP23-21P2.3"
"34432","ENSMUSG00000104257","RP23-21P2.4"
"34433","ENSMUSG00000104027","RP23-21P2.5"
"34434","ENSMUSG00000102407","RP23-21P2.6"
"34435","ENSMUSG00000103214","RP23-21P2.7"
"34436","ENSMUSG00000104100","RP23-21P2.8"
"34437","ENSMUSG00000103285","RP23-220D12.13"
"34438","ENSMUSG00000102793","RP23-222A16.1"
"34439","ENSMUSG00000103021","RP23-224G12.1"
"34440","ENSMUSG00000102245","RP23-224G12.2"
"34441","ENSMUSG00000103501","RP23-224G12.3"
"34442","ENSMUSG00000103636","RP23-226J18.3"
"34443","ENSMUSG00000104520","RP23-226J18.4"
"34444","ENSMUSG00000102923","RP23-226J18.5"
"34445","ENSMUSG00000102485","RP23-227A12.2"
"34446","ENSMUSG00000102439","RP23-227A12.3"
"34447","ENSMUSG00000103273","RP23-227A12.4"
"34448","ENSMUSG00000102476","RP23-227A12.5"
"34449","ENSMUSG00000103028","RP23-227N19.1"
"34450","ENSMUSG00000103416","RP23-227N19.2"
"34451","ENSMUSG00000104025","RP23-228G18.3"
"34452","ENSMUSG00000102356","RP23-228G18.5"
"34453","ENSMUSG00000102638","RP23-228G18.6"
"34454","ENSMUSG00000103837","RP23-229N10.3"
"34455","ENSMUSG00000104449","RP23-232K16.2"
"34456","ENSMUSG00000102630","RP23-232K16.3"
"34457","ENSMUSG00000104406","RP23-232K16.4"
"34458","ENSMUSG00000103399","RP23-233F23.2"
"34459","ENSMUSG00000104458","RP23-233O17.1"
"34460","ENSMUSG00000103155","RP23-234G15.1"
"34461","ENSMUSG00000104349","RP23-235F22.1"
"34462","ENSMUSG00000103376","RP23-235J5.14"
"34463","ENSMUSG00000102825","RP23-237L12.1"
"34464","ENSMUSG00000103936","RP23-238E7.2"
"34465","ENSMUSG00000103972","RP23-239I17.2"
"34466","ENSMUSG00000102205","RP23-239I17.3"
"34467","ENSMUSG00000103916","RP23-239I17.4"
"34468","ENSMUSG00000102344","RP23-239I17.5"
"34469","ENSMUSG00000103805","RP23-239I17.7"
"34470","ENSMUSG00000102637","RP23-23B15.1"
"34471","ENSMUSG00000103817","RP23-23B15.2"
"34472","ENSMUSG00000104501","RP23-23C9.1"
"34473","ENSMUSG00000103792","RP23-240E15.2"
"34474","ENSMUSG00000103246","RP23-240G10.1"
"34475","ENSMUSG00000104311","RP23-241E9.1"
"34476","ENSMUSG00000102647","RP23-241G23.1"
"34477","ENSMUSG00000102550","RP23-241H7.1"
"34478","ENSMUSG00000102247","RP23-241H7.2"
"34479","ENSMUSG00000104038","RP23-241H7.3"
"34480","ENSMUSG00000103211","RP23-241H7.5"
"34481","ENSMUSG00000103598","RP23-241H7.6"
"34482","ENSMUSG00000104067","RP23-241J21.2"
"34483","ENSMUSG00000103116","RP23-241J7.1"
"34484","ENSMUSG00000103011","RP23-241J7.2"
"34485","ENSMUSG00000103461","RP23-241J7.3"
"34486","ENSMUSG00000103413","RP23-241O13.3"
"34487","ENSMUSG00000103091","RP23-242A12.1"
"34488","ENSMUSG00000102240","RP23-242B14.1"
"34489","ENSMUSG00000102831","RP23-242C11.1"
"34490","ENSMUSG00000101716","RP23-242C19.8"
"34491","ENSMUSG00000104338","RP23-242N11.10"
"34492","ENSMUSG00000102445","RP23-242N11.12"
"34493","ENSMUSG00000102655","RP23-242N11.13"
"34494","ENSMUSG00000102696","RP23-242N11.14"
"34495","ENSMUSG00000102285","RP23-242N11.15"
"34496","ENSMUSG00000104460","RP23-242N11.2"
"34497","ENSMUSG00000102804","RP23-242N11.3"
"34498","ENSMUSG00000104059","RP23-242N11.4"
"34499","ENSMUSG00000102857","RP23-242N11.5"
"34500","ENSMUSG00000103239","RP23-242N11.6"
"34501","ENSMUSG00000102462","RP23-242N11.7"
"34502","ENSMUSG00000102311","RP23-242N11.8"
"34503","ENSMUSG00000102949","RP23-242N11.9"
"34504","ENSMUSG00000104093","RP23-243H19.1"
"34505","ENSMUSG00000102437","RP23-243H19.2"
"34506","ENSMUSG00000104097","RP23-243J5.2"
"34507","ENSMUSG00000103730","RP23-243M12.5"
"34508","ENSMUSG00000103224","RP23-243N8.1"
"34509","ENSMUSG00000102779","RP23-244J9.1"
"34510","ENSMUSG00000103380","RP23-244J9.2"
"34511","ENSMUSG00000103412","RP23-245A10.4"
"34512","ENSMUSG00000104095","RP23-245C4.1"
"34513","ENSMUSG00000103718","RP23-245M20.1"
"34514","ENSMUSG00000104382","RP23-245M20.2"
"34515","ENSMUSG00000103206","RP23-245M20.4"
"34516","ENSMUSG00000103606","RP23-245M20.5"
"34517","ENSMUSG00000102737","RP23-246H16.1"
"34518","ENSMUSG00000102416","RP23-247A1.6"
"34519","ENSMUSG00000104237","RP23-247A1.7"
"34520","ENSMUSG00000102801","RP23-247F18.3"
"34521","ENSMUSG00000102681","RP23-247F18.4"
"34522","ENSMUSG00000104410","RP23-247F18.5"
"34523","ENSMUSG00000102521","RP23-247F18.6"
"34524","ENSMUSG00000102674","RP23-247J17.2"
"34525","ENSMUSG00000103321","RP23-247J17.3"
"34526","ENSMUSG00000104258","RP23-248D22.1"
"34527","ENSMUSG00000104335","RP23-248O8.2"
"34528","ENSMUSG00000103055","RP23-249L15.1"
"34529","ENSMUSG00000102152","RP23-250G8.12"
"34530","ENSMUSG00000103970","RP23-250G8.14"
"34531","ENSMUSG00000103621","RP23-250G8.9"
"34532","ENSMUSG00000103559","RP23-250M11.10"
"34533","ENSMUSG00000104343","RP23-250O14.1"
"34534","ENSMUSG00000103440","RP23-251B16.1"
"34535","ENSMUSG00000103620","RP23-251B16.2"
"34536","ENSMUSG00000103899","RP23-251N15.2"
"34537","ENSMUSG00000102746","RP23-255H8.1"
"34538","ENSMUSG00000104477","RP23-255H8.3"
"34539","ENSMUSG00000102398","RP23-255J24.2"
"34540","ENSMUSG00000104137","RP23-255L15.1"
"34541","ENSMUSG00000103175","RP23-255P20.8"
"34542","ENSMUSG00000102599","RP23-256D19.3"
"34543","ENSMUSG00000103914","RP23-256H11.1"
"34544","ENSMUSG00000103886","RP23-256O22.1"
"34545","ENSMUSG00000103737","RP23-257D2.10"
"34546","ENSMUSG00000103665","RP23-257D2.7"
"34547","ENSMUSG00000103312","RP23-257I21.1"
"34548","ENSMUSG00000102217","RP23-258C20.1"
"34549","ENSMUSG00000103840","RP23-258M15.3"
"34550","ENSMUSG00000102868","RP23-259O15.2"
"34551","ENSMUSG00000103603","RP23-259P18.1"
"34552","ENSMUSG00000104013","RP23-25G5.1"
"34553","ENSMUSG00000103345","RP23-25J21.1"
"34554","ENSMUSG00000103075","RP23-25M19.2"
"34555","ENSMUSG00000103624","RP23-260F15.2"
"34556","ENSMUSG00000103383","RP23-260J11.1"
"34557","ENSMUSG00000102897","RP23-260J11.2"
"34558","ENSMUSG00000102761","RP23-260J11.3"
"34559","ENSMUSG00000102163","RP23-260J11.4"
"34560","ENSMUSG00000104521","RP23-261N13.1"
"34561","ENSMUSG00000104462","RP23-263D11.1"
"34562","ENSMUSG00000103109","RP23-263M10.12"
"34563","ENSMUSG00000102591","RP23-264D16.7"
"34564","ENSMUSG00000103999","RP23-264E23.1"
"34565","ENSMUSG00000102782","RP23-264E23.2"
"34566","ENSMUSG00000104068","RP23-264F2.1"
"34567","ENSMUSG00000104281","RP23-264F2.2"
"34568","ENSMUSG00000103745","RP23-264F2.3"
"34569","ENSMUSG00000103822","RP23-264G9.1"
"34570","ENSMUSG00000103794","RP23-264N13.1"
"34571","ENSMUSG00000102488","RP23-265D3.2"
"34572","ENSMUSG00000102498","RP23-266J14.1"
"34573","ENSMUSG00000104046","RP23-267J18.1"
"34574","ENSMUSG00000104352","RP23-267J18.2"
"34575","ENSMUSG00000102940","RP23-267J24.2"
"34576","ENSMUSG00000103703","RP23-267M9.1"
"34577","ENSMUSG00000104391","RP23-268A12.1"
"34578","ENSMUSG00000102133","RP23-268A12.2"
"34579","ENSMUSG00000102749","RP23-268A12.3"
"34580","ENSMUSG00000103798","RP23-268K12.1"
"34581","ENSMUSG00000104456","RP23-269B2.1"
"34582","ENSMUSG00000103507","RP23-269E5.10"
"34583","ENSMUSG00000104180","RP23-269P13.1"
"34584","ENSMUSG00000102359","RP23-26A10.3"
"34585","ENSMUSG00000104121","RP23-26I10.1"
"34586","ENSMUSG00000102383","RP23-26I10.2"
"34587","ENSMUSG00000104400","RP23-26I10.3"
"34588","ENSMUSG00000102293","RP23-26I10.4"
"34589","ENSMUSG00000102649","RP23-26I10.5"
"34590","ENSMUSG00000102571","RP23-26I10.6"
"34591","ENSMUSG00000103203","RP23-270B12.15"
"34592","ENSMUSG00000102532","RP23-270B12.27"
"34593","ENSMUSG00000102268","RP23-270P19.5"
"34594","ENSMUSG00000103274","RP23-270P19.7"
"34595","ENSMUSG00000103550","RP23-271A22.1"
"34596","ENSMUSG00000102231","RP23-271C13.1"
"34597","ENSMUSG00000102879","RP23-271C13.2"
"34598","ENSMUSG00000102623","RP23-271G7.1"
"34599","ENSMUSG00000102287","RP23-271G7.4"
"34600","ENSMUSG00000102693","RP23-271O17.1"
"34601","ENSMUSG00000103968","RP23-272A7.1"
"34602","ENSMUSG00000103295","RP23-272N23.1"
"34603","ENSMUSG00000104045","RP23-272N6.1"
"34604","ENSMUSG00000103424","RP23-273G4.2"
"34605","ENSMUSG00000104064","RP23-273N4.8"
"34606","ENSMUSG00000102660","RP23-273O23.2"
"34607","ENSMUSG00000103146","RP23-274C16.4"
"34608","ENSMUSG00000102204","RP23-274G21.3"
"34609","ENSMUSG00000103861","RP23-274H19.2"
"34610","ENSMUSG00000103428","RP23-275B16.1"
"34611","ENSMUSG00000102916","RP23-275B16.2"
"34612","ENSMUSG00000102214","RP23-276A22.1"
"34613","ENSMUSG00000103764","RP23-276K18.1"
"34614","ENSMUSG00000102702","RP23-277L20.2"
"34615","ENSMUSG00000102768","RP23-278C19.1"
"34616","ENSMUSG00000102633","RP23-278E1.4"
"34617","ENSMUSG00000104298","RP23-279D12.2"
"34618","ENSMUSG00000103628","RP23-279D12.4"
"34619","ENSMUSG00000103902","RP23-279D12.6"
"34620","ENSMUSG00000103131","RP23-27C10.1"
"34621","ENSMUSG00000103696","RP23-27C10.2"
"34622","ENSMUSG00000103731","RP23-27L18.4"
"34623","ENSMUSG00000103013","RP23-280F6.5"
"34624","ENSMUSG00000103403","RP23-280F6.6"
"34625","ENSMUSG00000099813","RP23-280K1.6"
"34626","ENSMUSG00000102168","RP23-280M7.4"
"34627","ENSMUSG00000102341","RP23-281G14.1"
"34628","ENSMUSG00000103465","RP23-281M6.2"
"34629","ENSMUSG00000104443","RP23-282M20.1"
"34630","ENSMUSG00000102795","RP23-284A15.1"
"34631","ENSMUSG00000103698","RP23-284A15.2"
"34632","ENSMUSG00000102922","RP23-284K5.1"
"34633","ENSMUSG00000102415","RP23-284P20.1"
"34634","ENSMUSG00000103450","RP23-285E22.4"
"34635","ENSMUSG00000102403","RP23-285F13.2"
"34636","ENSMUSG00000104238","RP23-285G23.2"
"34637","ENSMUSG00000102269","RP23-285G23.3"
"34638","ENSMUSG00000103003","RP23-285G23.4"
"34639","ENSMUSG00000103948","RP23-285H9.2"
"34640","ENSMUSG00000103941","RP23-286E6.11"
